"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000362820","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000362820","0.626",,,"0.212",,,,"0.868","0.59"
"pp","9606.ENSP00000265734 (pp) 9606.ENSP00000335357","false","pp","9606.ENSP00000265734 (pp) 9606.ENSP00000335357","0.158",,,"0.126",,,,"0.901","0.877"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000357459","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000357459","0.133",,,"0.446",,,,"0.922","0.852"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000363745","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000363745","0.641",,,"0.429",,,,"0.909","0.593"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000396301","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000396301","0.142",,"0.8","0.064",,,,"0.825",
"pp","9606.ENSP00000265728 (pp) 9606.ENSP00000301019","false","pp","9606.ENSP00000265728 (pp) 9606.ENSP00000301019","0.189",,"0.5",,,,,"0.956","0.902"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000400142","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000400142","0.416",,,"0.625",,,,"0.997","0.991"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000385269","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000385269","0.65",,,"0.424",,,,"0.92","0.638"
"pp","9606.ENSP00000265734 (pp) 9606.ENSP00000362082","false","pp","9606.ENSP00000265734 (pp) 9606.ENSP00000362082","0.107",,"0.9","0.995",,,,"0.999","0.997"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000401980","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000401980","0.044",,,"0.059",,,,"0.866","0.864"
"pp","9606.ENSP00000265734 (pp) 9606.ENSP00000288207","false","pp","9606.ENSP00000265734 (pp) 9606.ENSP00000288207","0.407",,,"0.306",,,,"0.806","0.569"
"pp","9606.ENSP00000265728 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000265728 (pp) 9606.ENSP00000391090","0.258",,"0.5","0.35",,,,"0.921","0.714"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000425561","0.172",,"0.9","0.144",,,,"0.962","0.534"
"pp","9606.ENSP00000265734 (pp) 9606.ENSP00000368458","false","pp","9606.ENSP00000265734 (pp) 9606.ENSP00000368458","0.311",,"0.9","0.462",,,,"0.981","0.551"
"pp","9606.ENSP00000265734 (pp) 9606.ENSP00000418268","false","pp","9606.ENSP00000265734 (pp) 9606.ENSP00000418268","0.146",,,"0.718",,,,"0.817","0.303"
"pp","9606.ENSP00000265734 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000265734 (pp) 9606.ENSP00000384849","0.087",,"0.9","0.995",,,,"0.999","0.995"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000364639","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000364639","0.064",,"0.8",,,,,"0.828","0.157"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000413507","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000413507","0.095",,,"0.479",,,,"0.81","0.63"
"pp","9606.ENSP00000356652 (pp) 9606.ENSP00000357709","false","pp","9606.ENSP00000356652 (pp) 9606.ENSP00000357709",,,,"0.881",,,,"0.998","0.991"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000375978","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000375978","0.308",,,"0.625",,,,"0.948","0.817"
"pp","9606.ENSP00000265734 (pp) 9606.ENSP00000269305","false","pp","9606.ENSP00000265734 (pp) 9606.ENSP00000269305","0.064",,,"0.179",,,,"0.808","0.771"
"pp","9606.ENSP00000356832 (pp) 9606.ENSP00000383199","false","pp","9606.ENSP00000356832 (pp) 9606.ENSP00000383199","0.048",,"0.9","0.83",,,,"0.999","0.952"
"pp","9606.ENSP00000356954 (pp) 9606.ENSP00000435233","false","pp","9606.ENSP00000356954 (pp) 9606.ENSP00000435233","0.149",,"0.5",,,,,"0.843","0.662"
"pp","9606.ENSP00000265734 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000265734 (pp) 9606.ENSP00000481380","0.342",,,"0.996","0.001",,,"0.999","0.994"
"pp","9606.ENSP00000356652 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000356652 (pp) 9606.ENSP00000495360","0.047",,"0.72","0.796",,,,"0.971","0.536"
"pp","9606.ENSP00000265734 (pp) 9606.ENSP00000345571","false","pp","9606.ENSP00000265734 (pp) 9606.ENSP00000345571","0.076",,"0.5","0.091",,,,"0.931","0.856"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000376457","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000376457","0.445",,,"0.292",,,,"0.994","0.987"
"pp","9606.ENSP00000356972 (pp) 9606.ENSP00000381736","false","pp","9606.ENSP00000356972 (pp) 9606.ENSP00000381736","0.922",,,"0.109","0.255",,"0.159","0.98","0.626"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000305204","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000305204","0.759",,,,,,,"0.837","0.355"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000356379","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000356379","0.751",,,"0.292",,,,"0.9","0.481"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000300403","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000300403","0.774",,,,,,,"0.923","0.673"
"pp","9606.ENSP00000356954 (pp) 9606.ENSP00000398736","false","pp","9606.ENSP00000356954 (pp) 9606.ENSP00000398736","0.79","0.074",,,,,,"0.816","0.132"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000404190","0.608",,,"0.417",,,,"0.997","0.99"
"pp","9606.ENSP00000356972 (pp) 9606.ENSP00000482773","false","pp","9606.ENSP00000356972 (pp) 9606.ENSP00000482773","0.792",,,"0.091",,,"0.061","0.841","0.21"
"pp","9606.ENSP00000356954 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000356954 (pp) 9606.ENSP00000360266","0.201",,,,,,,"0.828","0.794"
"pp","9606.ENSP00000356972 (pp) 9606.ENSP00000416330","false","pp","9606.ENSP00000356972 (pp) 9606.ENSP00000416330",,,,"0.843",,,,"0.876","0.243"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000378699","0.643",,,,,,,"0.816","0.506"
"pp","9606.ENSP00000357256 (pp) 9606.ENSP00000368572","false","pp","9606.ENSP00000357256 (pp) 9606.ENSP00000368572",,,,,,,,"0.909","0.909"
"pp","9606.ENSP00000356972 (pp) 9606.ENSP00000358272","false","pp","9606.ENSP00000356972 (pp) 9606.ENSP00000358272","0.058",,"0.838","0.602",,,,"0.991","0.879"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000341382","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000341382","0.457",,,"0.292",,,,"0.806","0.538"
"pp","9606.ENSP00000356972 (pp) 9606.ENSP00000364699","false","pp","9606.ENSP00000356972 (pp) 9606.ENSP00000364699","0.845",,,,,,,"0.917","0.49"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000412292","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000412292","0.775",,,,,,,"0.847","0.353"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000428489","0.697",,,"0.052",,,,"0.811","0.398"
"pp","9606.ENSP00000357360 (pp) 9606.ENSP00000387262","false","pp","9606.ENSP00000357360 (pp) 9606.ENSP00000387262","0.092",,"0.72","0.335",,,,"0.965","0.818"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000360540","0.778",,,"0.292",,,,"0.93","0.593"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000355922","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000355922","0.579",,,"0.292",,,,"0.842","0.515"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000377793","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000377793","0.725",,,,,,,"0.839","0.442"
"pp","9606.ENSP00000357633 (pp) 9606.ENSP00000369314","false","pp","9606.ENSP00000357633 (pp) 9606.ENSP00000369314","0.118",,,"0.1",,,"0.12","0.888","0.859"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000302530","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000302530","0.792",,,,,,,"0.917","0.619"
"pp","9606.ENSP00000357633 (pp) 9606.ENSP00000377914","false","pp","9606.ENSP00000357633 (pp) 9606.ENSP00000377914","0.099",,,"0.976",,,,"0.995","0.807"
"pp","9606.ENSP00000357633 (pp) 9606.ENSP00000358149","false","pp","9606.ENSP00000357633 (pp) 9606.ENSP00000358149","0.116",,"0.54","0.936",,,"0.106","0.992","0.734"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000377492","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000377492","0.772",,,,,,,"0.896","0.566"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000377492","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000377492","0.765",,,,,,,"0.88","0.514"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000363524","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000363524","0.821",,,,,,,"0.871","0.31"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000377793","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000377793","0.807",,,"0.292",,,,"0.873","0.147"
"pp","9606.ENSP00000265807 (pp) 9606.ENSP00000378769","false","pp","9606.ENSP00000265807 (pp) 9606.ENSP00000378769",,,,"0.847",,,,"0.869","0.185"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000361540","0.815",,,"0.292",,,,"0.934","0.54"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000313950","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000313950","0.45",,,"0.292",,,,"0.846","0.636"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000356319","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000356319","0.551",,,"0.292",,,,"0.828","0.504"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000360540","0.826",,,,,,,"0.904","0.473"
"pp","9606.ENSP00000265872 (pp) 9606.ENSP00000296702","false","pp","9606.ENSP00000265872 (pp) 9606.ENSP00000296702","0.596",,"0.8",,,,,"0.92","0.098"
"pp","9606.ENSP00000265838 (pp) 9606.ENSP00000325136","false","pp","9606.ENSP00000265838 (pp) 9606.ENSP00000325136","0.21","0.151","0.9",,,,,"0.944","0.269"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000271452","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000271452","0.81",,,,,,,"0.897","0.482"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000415430","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000415430","0.766",,,,,,,"0.834","0.32"
"pp","9606.ENSP00000265838 (pp) 9606.ENSP00000322706","false","pp","9606.ENSP00000265838 (pp) 9606.ENSP00000322706","0.528",,"0.939","0.48",,,"0.079","0.997","0.845"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000414109","0.84","0.313",,,,,,"0.946","0.556"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000411532","0.957",,,,,,,"0.993","0.845"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000481380","0.829",,,,,,,"0.93","0.607"
"pp","9606.ENSP00000265748 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000265748 (pp) 9606.ENSP00000411532","0.613",,,"0.292",,,,"0.861","0.534"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000362146","0.825",,,,,,,"0.923","0.578"
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000378699","0.812",,,"0.338",,,,"0.939","0.551"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000358159","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000358159","0.102",,,"0.777",,,,"0.844","0.288"
"pp","9606.ENSP00000357704 (pp) 9606.ENSP00000366109","false","pp","9606.ENSP00000357704 (pp) 9606.ENSP00000366109","0.597",,,,,,,"0.844","0.629"
"pp","9606.ENSP00000265838 (pp) 9606.ENSP00000356015","false","pp","9606.ENSP00000265838 (pp) 9606.ENSP00000356015","0.087","0.091","0.9","0.42",,,,"0.95","0.131"
"pp","9606.ENSP00000265838 (pp) 9606.ENSP00000369461","false","pp","9606.ENSP00000265838 (pp) 9606.ENSP00000369461","0.842",,"0.786","0.296",,,"0.08","0.979","0.207"
"pp","9606.ENSP00000357704 (pp) 9606.ENSP00000379097","false","pp","9606.ENSP00000357704 (pp) 9606.ENSP00000379097","0.096",,,"0.6",,,,"0.822","0.549"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000317123","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000317123","0.375",,"0.9","0.999",,,,"0.999","0.968"
"pp","9606.ENSP00000265872 (pp) 9606.ENSP00000356520","false","pp","9606.ENSP00000265872 (pp) 9606.ENSP00000356520","0.164",,"0.8",,,,,"0.851","0.181"
"pp","9606.ENSP00000265872 (pp) 9606.ENSP00000442699","false","pp","9606.ENSP00000265872 (pp) 9606.ENSP00000442699","0.127",,"0.8",,,,,"0.818",
"pp","9606.ENSP00000357643 (pp) 9606.ENSP00000499238","false","pp","9606.ENSP00000357643 (pp) 9606.ENSP00000499238","0.837",,,,,,,"0.943","0.665"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000396301","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000396301","0.269",,"0.9","0.936",,,,"0.995","0.201"
"pp","9606.ENSP00000357858 (pp) 9606.ENSP00000377536","false","pp","9606.ENSP00000357858 (pp) 9606.ENSP00000377536","0.202",,,,,,,"0.84","0.809"
"pp","9606.ENSP00000357709 (pp) 9606.ENSP00000380070","false","pp","9606.ENSP00000357709 (pp) 9606.ENSP00000380070","0.087",,,"0.084",,,,"0.843","0.828"
"pp","9606.ENSP00000357709 (pp) 9606.ENSP00000366109","false","pp","9606.ENSP00000357709 (pp) 9606.ENSP00000366109","0.537",,,"0.072",,,,"0.877","0.739"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000306614","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000306614","0.163",,"0.72","0.8",,,,"0.969","0.421"
"pp","9606.ENSP00000357748 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000357748 (pp) 9606.ENSP00000384849",,,,"0.628",,,,"0.99","0.976"
"pp","9606.ENSP00000357858 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000357858 (pp) 9606.ENSP00000361540","0.242",,"0.8","0.995",,,,"0.999","0.999"
"pp","9606.ENSP00000266544 (pp) 9606.ENSP00000364699","false","pp","9606.ENSP00000266544 (pp) 9606.ENSP00000364699","0.843",,,,,,,"0.887","0.313"
"pp","9606.ENSP00000357748 (pp) 9606.ENSP00000395772","false","pp","9606.ENSP00000357748 (pp) 9606.ENSP00000395772","0.742",,,"0.229",,,,"0.8","0.077"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000296702","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000296702","0.083",,"0.8",,,,,"0.824","0.118"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000337194","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000337194","0.067",,,"0.911",,,,"0.973","0.71"
"pp","9606.ENSP00000357858 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000357858 (pp) 9606.ENSP00000378699","0.323",,"0.5","0.091",,,,"0.924","0.783"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000310723","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000310723","0.645",,"0.8","0.974",,,,"0.999","0.904"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000335321","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000335321","0.141",,"0.9","0.992",,,,"0.999","0.559"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000296581","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000296581","0.068",,"0.9","0.979",,,,"0.997","0.076"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000441543","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000441543","0.109",,"0.5","0.997",,,,"0.999","0.407"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000356520","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000356520","0.227",,"0.8","0.113",,,,"0.879","0.222"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000396937","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000396937","0.852",,"0.72","0.998",,,,"0.999","0.955"
"pp","9606.ENSP00000357858 (pp) 9606.ENSP00000367841","false","pp","9606.ENSP00000357858 (pp) 9606.ENSP00000367841","0.095",,,"0.341",,,,"0.921","0.88"
"pp","9606.ENSP00000357858 (pp) 9606.ENSP00000434614","false","pp","9606.ENSP00000357858 (pp) 9606.ENSP00000434614","0.096",,"0.65","0.994",,,,"0.999","0.691"
"pp","9606.ENSP00000266544 (pp) 9606.ENSP00000356972","false","pp","9606.ENSP00000266544 (pp) 9606.ENSP00000356972","0.869",,"0.944","0.999",,,,"0.999","0.914"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000481029","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000481029","0.939",,"0.72","0.999",,,,"0.999","0.783"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000484998","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000484998","0.599",,"0.72","0.999",,,,"0.999","0.743"
"pp","9606.ENSP00000266544 (pp) 9606.ENSP00000358272","false","pp","9606.ENSP00000266544 (pp) 9606.ENSP00000358272","0.145",,"0.722",,,,,"0.824","0.322"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000363993","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000363993","0.617",,,"0.952",,,,"0.992","0.615"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000271628","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000271628","0.092",,"0.9","0.992",,,,"0.999","0.464"
"pp","9606.ENSP00000266079 (pp) 9606.ENSP00000421592","false","pp","9606.ENSP00000266079 (pp) 9606.ENSP00000421592","0.149",,"0.8","0.292",,,,"0.874","0.079"
"pp","9606.ENSP00000358089 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000358089 (pp) 9606.ENSP00000425561","0.098",,,"0.091",,,,"0.856","0.839"
"pp","9606.ENSP00000266544 (pp) 9606.ENSP00000354687","false","pp","9606.ENSP00000266544 (pp) 9606.ENSP00000354687","0.163",,"0.944","0.983",,,,"0.999","0.703"
"pp","9606.ENSP00000266544 (pp) 9606.ENSP00000354665","false","pp","9606.ENSP00000266544 (pp) 9606.ENSP00000354665",,,"0.744","0.947",,,,"0.995","0.665"
"pp","9606.ENSP00000266544 (pp) 9606.ENSP00000381736","false","pp","9606.ENSP00000266544 (pp) 9606.ENSP00000381736","0.658",,,"0.189",,,"0.045","0.947","0.825"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000483688","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000483688","0.761",,,"0.998",,,,"0.999","0.733"
"pp","9606.ENSP00000266544 (pp) 9606.ENSP00000354813","false","pp","9606.ENSP00000266544 (pp) 9606.ENSP00000354813","0.202",,"0.944","0.999",,,,"0.999","0.682"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000383199","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000383199",,,,"0.475",,,,"0.83","0.691"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000391211","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000391211","0.679",,"0.72","0.999",,,,"0.999","0.767"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000478771","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000478771","0.154",,"0.5","0.989",,,,"0.996","0.325"
"pp","9606.ENSP00000266732 (pp) 9606.ENSP00000357283","false","pp","9606.ENSP00000266732 (pp) 9606.ENSP00000357283","0.044",,"0.5","0.875",,,,"0.989","0.838"
"pp","9606.ENSP00000358089 (pp) 9606.ENSP00000385269","false","pp","9606.ENSP00000358089 (pp) 9606.ENSP00000385269","0.435","0.187",,"0.099",,,,"0.974","0.945"
"pp","9606.ENSP00000358151 (pp) 9606.ENSP00000362649","false","pp","9606.ENSP00000358151 (pp) 9606.ENSP00000362649",,,"0.65","0.245",,,,"0.891","0.621"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000495360","0.132",,"0.9","0.662",,,,"0.999","0.994"
"pp","9606.ENSP00000357876 (pp) 9606.ENSP00000418695","false","pp","9606.ENSP00000357876 (pp) 9606.ENSP00000418695","0.871",,"0.72","0.998",,,,"0.999","0.914"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000458162","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000458162","0.067",,"0.9","0.248",,,,"0.943","0.292"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000497733","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000497733","0.095",,"0.9","0.914",,,,"0.999","0.997"
"pp","9606.ENSP00000358151 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000358151 (pp) 9606.ENSP00000478887","0.042",,"0.5","0.171",,,,"0.811","0.581"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000404190","0.094",,,,,,,"0.94","0.937"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000304283","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000304283","0.06",,"0.9","0.551",,,,"0.959","0.157"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000275493","0.062",,,"0.51",,,,"0.85","0.7"
"pp","9606.ENSP00000358092 (pp) 9606.ENSP00000430432","false","pp","9606.ENSP00000358092 (pp) 9606.ENSP00000430432",,,,"0.785",,,,"0.901","0.562"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000362680","0.042",,"0.4","0.292",,,,"0.948","0.888"
"pp","9606.ENSP00000358151 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000358151 (pp) 9606.ENSP00000418960","0.056",,"0.5","0.645",,,,"0.938","0.674"
"pp","9606.ENSP00000358149 (pp) 9606.ENSP00000377914","false","pp","9606.ENSP00000358149 (pp) 9606.ENSP00000377914","0.047",,,"0.853",,,,"0.949","0.666"
"pp","9606.ENSP00000358151 (pp) 9606.ENSP00000476136","false","pp","9606.ENSP00000358151 (pp) 9606.ENSP00000476136","0.306","0.048","0.4","0.818",,,,"0.938","0.274"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000358866","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000358866","0.177",,,"0.163",,,,"0.952","0.937"
"pp","9606.ENSP00000358151 (pp) 9606.ENSP00000461879","false","pp","9606.ENSP00000358151 (pp) 9606.ENSP00000461879","0.044",,"0.5","0.541",,,,"0.898","0.593"
"pp","9606.ENSP00000358151 (pp) 9606.ENSP00000367022","false","pp","9606.ENSP00000358151 (pp) 9606.ENSP00000367022","0.824",,"0.4","0.926","0.018",,,"0.994","0.372"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000398632","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000398632","0.201",,"0.9","0.292",,,,"0.988","0.814"
"pp","9606.ENSP00000358151 (pp) 9606.ENSP00000378414","false","pp","9606.ENSP00000358151 (pp) 9606.ENSP00000378414",,,,"0.845",,,,"0.874","0.217"
"pp","9606.ENSP00000268711 (pp) 9606.ENSP00000476136","false","pp","9606.ENSP00000268711 (pp) 9606.ENSP00000476136",,,,"0.8",,,,"0.8",
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000494750","0.101",,"0.9","0.661",,,,"0.985","0.587"
"pp","9606.ENSP00000358151 (pp) 9606.ENSP00000360162","false","pp","9606.ENSP00000358151 (pp) 9606.ENSP00000360162","0.058",,,"0.4",,,,"0.829","0.723"
"pp","9606.ENSP00000268182 (pp) 9606.ENSP00000494125","false","pp","9606.ENSP00000268182 (pp) 9606.ENSP00000494125","0.142",,"0.4","0.18",,,,"0.827","0.641"
